vocabulary_id,Unnamed: 0,term,hateful_meaning,nonhateful_meaning,is_unambiguous,is_unambiguous_in,average_offensiveness,language,plural_of,variant_of,transliteration_of,is_about_nationality,is_about_ethnicity,is_about_religion,is_about_gender,is_about_sexual_orientation,is_about_disability,is_about_class,number_of_sightings,number_of_sightings_this_year,number_of_sightings_this_month,created_on,updated_on,term_lemma
WdLkoEubk,478,spicspeak,The Spanish language,,True,,100.0,eng,,spic,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:38:34,2018-11-01 20:38:34,spicspeak
YsmctcQnz,479,spides,"In Northern Ireland, a spide is a young working class male. A female is known as a millie.",,False,,,eng,spide,,,False,False,False,False,False,False,True,44,4,0,2018-11-01 20:38:34,2018-11-01 20:38:34,spides
Lbwq9fsvR,480,spiggers,A person of mixed Hispanic and black parentage.,,True,,,eng,spigger,,,False,True,False,False,False,False,False,6,1,0,2018-11-01 20:38:34,2018-11-01 20:38:34,spiggers
gZsoZPhxL,481,spickish,Adjective for the nature of 'spic',,True,,91.0,eng,,spick,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:38:33,2018-11-01 20:38:33,spickish
XxyNieXqR,482,spiclet,The diminuitive of 'spic',,True,,75.0,eng,,spic,,False,True,False,False,False,False,False,1,0,0,2018-11-01 20:38:33,2018-11-01 20:38:33,spiclet
YPQLZ7eiu,483,spics,"A person of Hispanic descent. First recorded use in 1915. Theories include from 'no spik English' (and spiggoty from the Chicano no speak-o t'e English), but common belief is that it is an abbreviation of 'Hispanic'.",,False,,75.0,eng,spic,,,False,True,False,False,False,False,False,371,68,7,2018-11-01 20:38:33,2018-11-01 20:38:33,spics
cRECvkMPL,484,spicish,Alternative spelling for adjective for the nature of 'spic',,True,,99.0,eng,,spic,,False,True,False,False,False,False,False,7,2,0,2018-11-01 20:38:32,2018-11-01 20:38:32,spicish
LW8MoCHom,485,spickaboos,A person of mixed Hispanic and black parentage.,,True,,,eng,spickaboo,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:38:32,2018-11-01 20:38:32,spickaboos
UUnHLwZXu,486,spades,"A black person, originating with the suit in a deck of cards.",Shovel,False,,,eng,spade,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:36:57,2018-11-01 20:36:57,spade
yYbvmedYn,487,spear chuckers,"A term used for an African American, or other person of African descent.",,True,,,eng,spear chucker,,,False,True,False,False,False,False,False,141,22,1,2018-11-01 20:36:57,2018-11-01 20:36:57,spear chuckers
PjXhdwjvU,488,spergs,Pejorative term for one who suffers from Asperger syndrome.,,False,,1.0,eng,sperg,,,False,False,False,False,False,True,False,274,48,9,2018-11-01 20:36:57,2018-11-01 20:36:57,spergs
FfWFkqEoi,489,spice niggers,A black person.,,True,,100.0,eng,spice nigger,,,False,True,False,False,False,False,False,1,0,0,2018-11-01 20:36:57,2018-11-01 20:36:57,spice nigger
WnRFHPfhD,490,snowflakes,"[1] Civil war term for an educated (white collar) black person. [2] A person of Jewish descent, from the ashes in the vicinity of concentration camps.",Ice crystal,False,,,eng,snowflake,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:36:56,2018-11-01 20:36:56,snowflake
qytuUnvAv,491,soles,A person of Samoan descent.,[1] A type of fish [2] Single,False,,,eng,sole,,,True,True,False,False,False,False,False,0,0,0,2018-11-01 20:36:56,2018-11-01 20:36:56,sole
mKqgQBJPp,492,sooties,"A black person, originated in the US in the 1950s.",,False,,,eng,sooty,,,False,True,False,False,False,False,False,9,6,0,2018-11-01 20:36:56,2018-11-01 20:36:56,sooties
nXkmKhxeA,493,soup takers,"A person who has sold out their beliefs, referring to the Irish Potato famine when some Catholics converted to a Protestant faith in order to gain access to a free meal.",,False,,,eng,soup taker ,,,True,False,True,False,False,False,False,62,16,2,2018-11-01 20:36:56,2018-11-01 20:36:56,soup taker
p4CDpRwCA,494,Southern fairies,"Used in the north of England, the term originates from the inability of southern Englishmen being unable to consume amounts of alcohol over 2 units at any one period. ",,False,,,eng,Southern fairy,,,False,False,False,False,False,False,False,90,29,8,2018-11-01 20:36:56,2018-11-01 20:36:56,southern fairy
ZbyMopdok,495,smoke jumpers,A Caucasian woman who dates a black man.,,True,,,eng,smoke jumper,,,False,True,False,False,False,False,False,231,45,1,2018-11-01 20:36:55,2018-11-01 20:36:55,smoke jumper
zDPNKZQXJ,496,smoked Irishmen,A 19th century term for a black person (intended to insult both black people and Irish).,,True,,,eng,smoked Irishman,,,True,True,False,False,False,False,False,0,0,0,2018-11-01 20:36:55,2018-11-01 20:36:55,smoke irishman
fUZ2mECpt,497,snouts,Offensive term used in Northern Ireland to describe Protestants of British descent living in Northern Ireland.,"Facial projection, particularly of a dog",False,,,eng,snout,,,True,False,True,False,False,False,False,0,0,0,2018-11-01 20:36:55,2018-11-01 20:36:55,snout
UFd7Whsvy,498,slopes,"A person of Asian descent, particularly Vietnamese or Chinese.",Inclination,False,,75.0,eng,slope,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:36:54,2018-11-01 20:36:54,slope
HGrYfyWiz,499,slopies,"A person of Asian descent, particularly Vietnamese or Chinese.",,False,,,eng,slopey,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:36:54,2018-11-01 20:36:54,slopies
JtvvhAuGH,500,smicks,"In Ireland, a disreputable, working class or delinquent person",,False,,,eng,smick,,,True,True,False,False,False,False,True,73,8,0,2018-11-01 20:36:54,2018-11-01 20:36:54,smicks
sXPCcNWnk,501,slants,"A person of Asian origin (Chinese, Japanese, Korean, Vietnamese etc.) Derived from the term for those who have epicanthic folds.",Angle or slope,False,,,eng,slant,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:36:53,2018-11-01 20:36:53,slant
qh8TV7fLU,502,slaves,"An unpaid servant, generally recognized as property rather than as a human being. May specifically refer to a person of African origin.",,False,,100.0,eng,slave,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:36:53,2018-11-01 20:36:53,slave
kMCWNFJXM,503,slits,A person of Asian descent.,A narrow opening,False,,,eng,slit,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:36:53,2018-11-01 20:36:53,slit
CjTxxNae8,504,slopeheads,"A person of Asian descent, particularly Vietnamese or Chinese.",,False,,,eng,slopehead,,,False,True,False,False,False,False,False,5,2,0,2018-11-01 20:36:53,2018-11-01 20:36:53,slopeheads
svXVUZbhw,505,Skippies,"A white Australian, alluding to Skippy the Bush Kangaroo, a once-popular Australian television show for children.",,False,,,eng,Skippy,,,True,True,False,False,False,False,False,0,0,0,2018-11-01 20:36:52,2018-11-01 20:36:52,skippies
VHazTCKTQ,506,Skips,"A white Australian, alluding to Skippy the Bush Kangaroo, a once-popular Australian television show for children.",[1] Avoid [2] A form of walking [3] A boat,False,,,eng,Skip,,,True,True,False,False,False,False,False,0,0,0,2018-11-01 20:36:52,2018-11-01 20:36:52,skips
pVGfoJcrT,507,slant eyes,"A person of Asian origin (Chinese, Japanese, Korean, Vietnamese etc.) Derived from the term for those who have epicanthic folds.",,True,,,eng,slant eye,,,False,True,False,False,False,False,False,100,57,4,2018-11-01 20:36:52,2018-11-01 20:36:52,slant eye
ntnTtkfis,508,sideways vaginas,"An Asian woman, particularly of Chinese descent.",,True,,100.0,eng,sideways vagina,,,True,True,False,False,False,False,False,41,8,3,2018-11-01 20:36:51,2018-11-01 20:36:51,sideways vagina
MVVwJDTNN,509,skags,A woman of loose morals,Slang for heroin,False,,50.0,eng,skag,,,False,False,False,True,False,False,True,0,0,0,2018-11-01 20:36:51,2018-11-01 20:36:51,skags
qPAuoMqW4,510,skangers,"In Northern Ireland, a spide is a young working class male. A female is known as a millie.",,False,,,eng,skanger,,,False,False,False,False,False,False,True,28,3,0,2018-11-01 20:36:51,2018-11-01 20:36:51,skangers
mg8xjZd4y,511,skinnie,Alternative spelling for 'skinny',,False,,88.0,eng,,skinny,,True,True,False,False,False,False,False,0,0,0,2018-11-01 20:36:51,2018-11-01 20:36:51,skinnie
n2FdGX4He,512,skinnies,"A Somali, especially a militia fighter.",Thin,False,,,eng,skinny,,,True,False,False,False,False,False,False,0,0,0,2018-11-01 20:36:51,2018-11-01 20:36:51,skinnies
KLMyqqVaT,513,shit kickers,"A rural person, from farmers or country boys walking through manure-filled cow pastures.",,False,,,eng,shit kicker,,,False,False,False,False,False,False,True,0,0,0,2018-11-01 20:36:50,2018-11-01 20:36:50,shit kicker
AxthmQzrx,514,sideways cooters,"An Asian woman, particularly of Chinese descent.",,True,,,eng,sideways cooter,,,True,True,False,False,False,False,False,1,0,0,2018-11-01 20:36:50,2018-11-01 20:36:50,sideways cooters
VoKTKJMXA,515,sideways pussies,"An Asian woman, particularly of Chinese descent.",,True,,88.0,eng,sideways pussy,,,True,True,False,False,False,False,False,17,2,0,2018-11-01 20:36:50,2018-11-01 20:36:50,sideways pussy
noHjsEvzu,516,shiners,"A black person, originating from their working at shoe shine stands on urban streets or in bus and train station terminals.",A black eye,False,,,eng,shiner,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:36:49,2018-11-01 20:36:49,shiner
jdtyLTigb,517,shines,"A black person, originating from their working at shoe shine stands on urban streets or in bus and train station terminals.",Glow,False,,,eng,shine,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:36:49,2018-11-01 20:36:49,shine
BVaPpNmwe,518,shit heels,A black servant.,,False,,,eng,shit heel,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:36:49,2018-11-01 20:36:49,shit heel
YfydopHNe,519,Sheltas,An Irish Traveller.,,False,,,eng,Shelta,,,True,True,False,False,False,False,False,1,1,0,2018-11-01 20:36:49,2018-11-01 20:36:49,sheltas
WHmXNkkyw,520,shemales,[1] A transexual person. [2] A transgendered person. [3] An allegedly masculine woman.,,True,,,eng,shemale,,,False,False,False,True,True,False,False,87,8,0,2018-11-01 20:36:49,2018-11-01 20:36:49,shemales
dKqHcPUkR,521,sheboons,Combination of 'she' and 'baboon' to indicate a black woman,,True,,,eng,sheboon,,,False,True,False,False,False,False,False,177,22,3,2018-11-01 20:36:48,2018-11-01 20:36:48,sheboons
wZexgibhh,522,sheenies,A 19th-century derogatory term for an 'untrustworthy Jew.',,True,,,eng,sheeny,,,False,True,False,False,False,False,False,109,7,1,2018-11-01 20:36:48,2018-11-01 20:36:48,sheenies
zyFCwtvHx,523,sheepfuckers,"A person of Scottish or Welsh descent, from an alleged predilection for having sex with sheep due to the scarcity of people in these regions.",,False,,,eng,sheepfucker,,,True,False,False,False,False,False,False,22,4,0,2018-11-01 20:36:48,2018-11-01 20:36:48,sheepfuckers
mzyurebuz,524,sengas,"In Scotland, an unsophisticated or lower class female",,False,,,eng,senga,,,False,False,False,False,False,False,True,24,18,1,2018-11-01 20:36:47,2018-11-01 20:36:47,sengas
WV3ZBjYLD,525,seppos,An American. (Cockney rhyming slang: Septic tank - Yank),,False,,,eng,seppo,,,True,False,False,False,False,False,False,152,36,5,2018-11-01 20:36:47,2018-11-01 20:36:47,seppos
RMPXDCEWT,526,septics,An American. (Cockney rhyming slang: Septic tank - Yank),Relating to sewage,False,,,eng,septic,,,True,False,False,False,False,False,False,0,0,0,2018-11-01 20:36:47,2018-11-01 20:36:47,septics
bUaCugJCC,527,shades,"A black person, or one attempting to be perceived as black.","Shelter, particularly from the sun",False,,,eng,shade,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:36:47,2018-11-01 20:36:47,shade
rxErpzugs,528,shants,"A disenfranchised Irish peson, from 'shanty'.",,False,,49.0,eng,shant,,,True,False,False,False,False,False,True,32,5,0,2018-11-01 20:36:47,2018-11-01 20:36:47,shants
L4h7wbmfs,529,scobes,"In Ireland, a disreputable, working class or delinquent person",,False,,,eng,scobe,,,False,False,False,False,False,False,True,31,6,1,2018-11-01 20:36:46,2018-11-01 20:36:46,scobes
reyde4vMd,530,scuffers,"In the UK, [1] an uneducated or lower class person, or [2] a policeman.",,False,,,eng,scuffer,,,False,False,False,False,False,False,True,0,0,0,2018-11-01 20:36:46,2018-11-01 20:36:46,scuffers
6eCRAEAMB,531,semiholes,"A Native American, from the Seminole tribe.",,False,,,eng,semihole,,,False,True,False,False,False,False,False,2,1,0,2018-11-01 20:36:46,2018-11-01 20:36:46,semiholes
GPmiCwMVa,532,sawnies,"A Scottish person, local variant of Sandy, short for 'Alasdair'.",,False,,,eng,sawney,,,True,False,False,False,False,False,False,1,0,0,2018-11-01 20:36:43,2018-11-01 20:36:43,sawnies
TZriKbYqs,533,scags,A woman of loose morals,,False,,,eng,scag,,,False,False,False,True,False,False,True,92,21,4,2018-11-01 20:36:43,2018-11-01 20:36:43,scags
ofwBMqnk4,534,scallies,"A disreputable and/or working class person, from 'scallywag'",,False,,,eng,scallie,,,False,False,False,False,False,False,True,131,13,0,2018-11-01 20:36:43,2018-11-01 20:36:43,scallies
X46YtrCyq,535,scangers,"In Northern Ireland, a spide is a young working class male. A female is known as a millie.",,False,,,eng,scanger,,,False,False,False,False,False,False,True,4,0,0,2018-11-01 20:36:43,2018-11-01 20:36:43,scangers
UkBn7KrLH,536,sand nips,A person from the South Pacific,,True,,,eng,sand nip,,,False,True,False,False,False,False,False,1,0,0,2018-11-01 20:36:42,2018-11-01 20:36:42,sand nip
983CNmHJi,537,sand niggerette,A person of Middle Eastern descent,,True,,100.0,eng,,sand nigger,,False,True,False,True,False,False,False,1,0,0,2018-11-01 20:36:41,2018-11-01 20:36:41,sand niggerette
fHpddUbqJ,538,sand niggerettes,A person of Middle Eastern descent,,True,,,eng,sand niggerette,,,False,True,False,True,False,False,False,0,0,0,2018-11-01 20:36:41,2018-11-01 20:36:41,sand niggerettes
UhzaHDECb,539,sand niggers,"Derogatory term for a person from the Middle East, Arab, South Asian world",,True,,,eng,sand nigger,,,True,True,False,False,False,False,False,338,61,1,2018-11-01 20:36:41,2018-11-01 20:36:41,sand nigger
gssRZMVqJ,540,Russellites,"A Jehovah's Witness, from American religious leader Charles Taze Russell.",,False,,,eng,Russellite ,,,False,False,True,False,False,False,False,1,0,0,2018-11-01 20:36:40,2018-11-01 20:36:40,russellites
KffteAtys,541,sambos,A black person.,,True,,,eng,sambo,,,False,True,False,False,False,False,False,660,117,16,2018-11-01 20:36:40,2018-11-01 20:36:40,sambos
iMunK8cfz,542,sand monkey,Variant of 'sand nigger' in relation to inhabitants of desert regions or Arabs / Muslims in general,,True,,84.0,eng,,sand nigger,,False,True,True,False,False,False,False,135,95,3,2018-11-01 20:36:40,2018-11-01 20:36:40,sand monkey
GkfnBnw4s,543,sand monkeys,Variant of 'sand nigger' in relation to inhabitants of desert regions or Arabs / Muslims in general,,True,,,eng,sand monkey,,,False,True,True,False,False,False,False,299,91,21,2018-11-01 20:36:40,2018-11-01 20:36:40,sand monkey
